,Unnamed: 0.1,Unnamed: 0,CIK,GVKEY,NAICS,COMPANY_NAME,MCAP,REVT,ROA,NPM,REVCHANGE,ROE,NUM_SAVVY,NUM_DIR,COMMITTEES,Directors
1912,1912,1576,1823529.0,38753.0,524126.0,"Enact Holdings, Inc.",3365.9028,1117.855,0.118,0.428,15.8321813379372,0.174,1,9,Strategy committee;Risk committee;Finance committee;Human Resources committee;compensation committee;audit committee,"fisk, john; addesso, dominic; bless, michael; thompson, westley; mcinerney, thomas; still, debra; hooda, sheila; upton, jerome; gupta, rohit; waleski, anne"
1913,1913,1577,1847590.0,38754.0,541330.0,Bowman Consulting Group Ltd.,244.10505,149.97,0.093,0.012,3.09132161089053,0.042,1,6,compensation committee;audit committee,"laurito, james; mulroy, patricia; bowman, gary; riddick, stephen; bruen, michael; vicks, raymond"
1914,1914,1578,1849466.0,38755.0,522120.0,"Texas Community Bancshares, Inc.",46.655,12.251,0.012,0.05,-4.876015630663,0.028,0,13,compensation committee;audit committee,"scavuzzo, anthony; thurman, c.; pickens, mark; presswood, jerry; bradshaw, clifton; harder, james; mize, sheree; sherrill, johnny; saucier, kerry; boyd, demethrius; kindle, kerry; summerville, bryan; sobel, jason"
1915,1915,1579,1837686.0,38757.0,519130.0,"Vimeo, Inc.",2983.28172,391.678,-0.039,-0.086,-16452.2292993631,-0.27,4,10,Human Resources committee,"gross, adam; herratti, jay; kane, ida; koyfman, moshe; lee, shelton"
1916,1916,1580,1846017.0,38764.0,522120.0,Blue Foundry Bancorp,385.23716,58.532,0.006,-0.087,-1.19531683220964,-0.042,1,8,compensation committee;audit committee,"nesci, james; grimbilas, kenneth; ely, james; jobes, elizabeth; letsche, margaret; shaw, jonathan; kinzler, patrick; goldstein, robert; lang, mirella"
1917,1917,1581,1846576.0,38770.0,315.0,"FIGS, Inc.",4526.89536,419.591,0.555,0.179,-26.8973974655948,0.121,1,8,compensation committee;audit committee,"soenen, michael; lafley, alan; wilke, jeffrey; lin, kenneth; mehta, pamela; willhite, j.; spear, catherine; hasson, heather; crawford, natalie; fujimoto, scott; kilpatrick, sarah; kushnir, andrew; leveck, danielle; sutton-ramsey, darien"
1918,1918,1582,1854445.0,38827.0,541511.0,"The Glimpse Group, Inc.",50.73704,7.268,-1.757,-1.781,88.5377358490566,-0.384,3,7,compensation committee;audit committee,"rothblum, maydan; amen, lemuel; bentovim, lyron; charles, ian; ruckdaeschel, alexander; enslin, jeffrey; meisner, jeffrey; gates, tyler"
1919,1919,1583,1339005.0,38829.0,339112.0,Femasys Inc.,46.0356,1.18,-0.883,-4.913,9.08634370082694,-0.437,0,6,,"larsen, charles; silverman, joshua; uzialko, edward; lee-sepsick, kathy; milnes, alistair"
1920,1920,1584,1522540.0,38832.0,518210.0,"Marqeta, Inc.",9295.54611,517.175,-0.214,-0.267,-95.894502379265,-0.125,3,9,compensation committee;audit committee,"sullivan, godfrey; khalaf, simon; dinur, arnon; linville, judson; gardner, jason; cummings, martha; prasad, srikiran; atkinson, najuma"
1921,1921,1585,1671284.0,38856.0,524114.0,"Bright Health Group, Inc.",2153.78744,4029.389,-0.13,-0.108,44.3929564411492,-1.347,2,10,compensation committee;audit committee,"slavitt, andrew; sheehy, robert; makhzoumi, mohamad; kraus, stephen h.; manders, matthew; allen, naomi; newhall, adair"
1922,1922,1586,1817713.0,38857.0,325414.0,"Janux Therapeutics, Inc.",813.72439,3.637,-0.259,-13.226,64.7628267182962,-0.167,5,11,compensation committee;audit committee,"hart, charles; barrett, ronald; lichter, jay; mcnulty, alana; gujrathi, sheila; kung, winston; weiss, greg; maynard, jennifer"
1923,1923,1587,1806952.0,38883.0,325414.0,"Lyell Immunopharma, Inc.",1878.79212,10.65,-0.22,-22.734,35.8436870320388,-0.282,3,9,compensation committee;audit committee,"nelsen, robert taylor; klausner, richard; nabel, elizabeth; friedman, catherine; bishop, hans edgar"
1924,1924,1588,1527096.0,38917.0,541714.0,Miromatrix Medical Inc.,95.61034,0.033,-2.091,-195.67,-2.72174541188145,-0.567,1,6,compensation committee;audit committee,"mahon, paul; edgemond, james"
1925,1925,1589,1850079.0,38923.0,334516.0,"Telesis Bio, Inc.",316.6452,11.043,-0.772,-3.05,-48.6440677966102,-0.628,2,7,compensation committee;audit committee,"tumolo, annette; schoenberger, stephen; miller, aaron; jackson, andrea"
1926,1926,1590,1516513.0,38927.0,519130.0,"Doximity, Inc.",10022.01182,343.548,0.32,0.309,44.5678654229089,0.166,2,7,compensation committee;audit committee,"shlain, jordan; benjamin, regina; tangney, jeffrey; chaiken, barry; toub, david; greene, alan; loh, irving; turek, paul; spain, kevin; nierenberg, michael; sirven, joseph; lustig, lawrence; luks, howard; longhurst, christopher; hofheinz, frederick; chin, lawrence; kraft, daniel; brett, elise; cohn, bradley; ding, alexander; drost, sharon; ferris, todd; fishman, harvey; jain, vikas; kardos, leslie; kim, joseph; lenert, leslie; lugo, rafael; price, connie; price, mark; saint, sanjay; schalock, peter; shadick, nancy; schwimmer, joshua; stegman, lauren; stollman, neil; sutherland, e.; swanson, wendy sue; theodore, pierre; tierney, lawrence; vartabedian, bryan; wexler, lewis; wodajo, felasfa; wampler, kira; watkin, phoebe l."
1927,1927,1591,1853513.0,38936.0,811192.0,"Mister Car Wash, Inc.",5465.1852,758.357,0.115,-0.037,2.12911007394199,0.187,0,6,compensation committee;audit committee,"lively, dorvin; suer, jeffrey; rogers, veronica"
1928,1928,1592,1576885.0,38986.0,325414.0,"Acumen Pharmaceuticals, Inc.",273.59748,0.0,-0.255,-86.497,31.4448094886751,-0.174,0,9,compensation committee;audit committee,"o'connell, daniel; weiner, michael; masters, colin; cummings, jeffrey; stalfort, sean; drapkin, kimberlee; dekosky, steven; ives, jeffrey l.; mucke, lennart; sperling, reisa; lemere, cynthia; porter, derrell; stoppel, laura; salloway, stephen; fountain, nathan"
1929,1929,1593,1842022.0,39041.0,486210.0,"DT Midstream, Inc.",4641.29732,840.0,0.071,0.387,65.8823749275823,0.078,0,7,Finance committee;ESG committee;compensation committee;audit committee,"baker, stephen; tumminello, peter; archon, angela; slater, david"
1930,1930,1594,1823878.0,39054.0,511210.0,"PLAYSTUDIOS, Inc.",498.4742,287.419,0.284,-0.024,42.516442250466,-0.052,0,6,compensation committee;audit committee,"mencher, judy; murren, james; horowitz, h.; krikorian, jason; pascal, andrew; zanella, steven"
1931,1931,1595,1845022.0,39059.0,518210.0,"Couchbase, Inc.",1027.33521,123.542,-0.394,-0.433,13.5755226615776,-0.364,0,9,compensation committee;audit committee,"anderson, edward; lee, cadir; carpenter, carol; scott, david; artale, frank; efrusy, kevin; souders, steven; rhee, insik; olson, michael; fielding, roy; christensen, lynn; wensel, chris; berkus, josh; hipp, richard; kasindorf, alan; lopp, michael; cain, matthew; migon, aleksander; antar, alvina"
1932,1932,1596,1849253.0,39067.0,5242.0,"Ryan Specialty Holdings, Inc.",4434.26325,1432.771,0.087,0.05,-14.8977935796169,0.148,0,10,compensation committee;audit committee,"le blanc, robert; o'halleran, michael; bienen, henry; bolger, david; kuczinski, anthony; findlay, d.; boornazian, brian; turner, timothy; cortezi, nicholas; ryan, pat; cornelli, francesca"
1933,1933,1597,1846510.0,39068.0,721110.0,Soho House & Co Inc.,2588.3334,560.554,-0.047,-0.667,14.3495966166043,-1.825,9,10,compensation committee;audit committee,"burkle, ronald; siegal, bippy; zhukova, dasha; jones, nick; jackson, yusef; delahunt, alice; avant, nicole; schwerin, ben; carnie, andrew; caring, richard; hage, joseph; bint hamad al-thani, sheikha al"
1934,1934,1598,1565687.0,39070.0,518210.0,"Intapp, Inc.",824.46,214.633,-0.019,-0.218,43.4572935689791,-0.357,3,8,compensation committee;audit committee,"gaffney, christopher; fichtner, martin; harris, nancy; schoettle, derek; hall, john; neble, george; baxter, ralph; wieck, marie; allen, beverly"
1935,1935,1599,1854401.0,39088.0,523.0,Bridge Investment Group Holdings Inc.,628.2452,667.497,0.589,0.494,10.4203928393033,1.432,3,7,audit committee,"leat, chad; allara, dean; slager, jonathan; o’farrell, adam"
1936,1936,1600,1826889.0,39112.0,812990.0,Forest Road Acquisition Corp.,733.71408,873.645,0.034,-0.049,70.8069760132016,-0.775,0,8,compensation committee;audit committee,no directors found
1937,1937,1601,1235912.0,39127.0,339112.0,"CVRx, Inc.",249.47977,13.036,-0.239,-3.64,22.66925304358,-0.293,1,8,compensation committee;audit committee,"slattery, joseph; behbahani, ali; yared, nadim; nielsen, kirk; hykes, kevin; jain, mudit; shadan, martha"
1938,1938,1602,1534969.0,39170.0,325413.0,"Sera Prognostics, Inc.",211.41738,0.082,-0.567,-525.3,33.197113406304,-0.352,2,7,compensation committee;audit committee,"phillips, joshua; critchfield, gregory; trimble, ryan; getzenberg, robert; kamdar, kim; grenache, david; mirza, mansoor; graves, steven; esplin, m.; madanes, amos; peterson, c.; branch, d.; silver, robert; barlow, jane; wilson, marcus; lindgardt, evguenia"
1939,1939,1603,1531177.0,39171.0,339112.0,"Sight Sciences, Inc.",834.66285,48.956,-0.569,-1.212,11.6783285013381,-0.387,4,9,Nomination committee;compensation committee;audit committee,"badawi, paul; rogers, erica; becker, brenda; encrantz, staffan; badawi, david; mazzacco, catherine"
1940,1940,1604,1672688.0,39175.0,541714.0,Absci Corporation,759.7136,4.782,-0.209,-11.195,-22.2814212886657,-0.312,4,10,compensation committee;audit committee,"van houten, françois; rabinovitsj, daniel; jonasson, zachariah; lu, timothy; pangalos, menelas nicolas; mcclain, sean; sirosh, joseph; nagpal, amrit; greiff, victor; truebel, hubert"
1941,1941,1605,1834488.0,39182.0,519130.0,"N-able, Inc.",1987.4439,346.456,0.087,-0.046,-13.1338378123063,0.019,3,9,compensation committee;audit committee,"bingle, michael; mcmartin, j.; lewis, darryl; pagliuca, john; johnson, ann"
1942,1942,1606,1111485.0,39184.0,339115.0,"RxSight, Inc.",307.87875,22.593,-0.388,2.1,-1100.08032128514,-0.512,0,8,compensation committee;audit committee,"palmisano, robert; tammenoms bakker, juliet; kurtz, ronald; corley, jesse; fountain, tamara; andrews, julie; warner, robert"
1943,1943,1607,1790340.0,39189.0,325414.0,Immuneering Corporation,425.5944,2.08,-0.686,-8.872,-15.520629730032,-0.325,4,6,compensation committee;Risk committee;audit committee,"carpenter, robert; keating, laurie; lauffenburger, douglas; feinberg, peter; hausman, diana; zeskind, benjamin; artyomov, max; nejadnik, bijan; bekaii-saab, tanios; borad, mitesh; ahn, daniel; guttridge, denis"
1944,1944,1608,1856725.0,39190.0,325414.0,"Rani Therapeutics Holdings, Inc.",322.2912,2.717,-0.219,0.0,-1.3723386394907,-0.54,2,9,compensation committee;audit committee,"debuono, laureen; imran, mir; butel, jean-luc; farquharson, andrew; imran, talat; nanavaty, maulik; rometty, lisa"
1945,1945,1609,1854139.0,39197.0,312111.0,Zevia PBC,242.96415,138.172,-0.116,-0.057,-19.4028377057436,-0.411,2,7,ESG committee;compensation committee;audit committee,"lee, david; spence, padraic; shaw, justin; ripley, rosemary; ruben, andrew; hayes, jacqueline; taylor, amy"
1946,1946,1610,1380106.0,39202.0,334516.0,"Rapid Micro Biosystems, Inc.",441.20888,23.232,-0.349,-2.487,-81.9860421102437,-0.275,0,7,compensation committee;audit committee,"ricciardi, natale; kollender, richard; hirsch, david; spignesi, robert; litherland, melinda; lowenstein, inese"
1947,1947,1611,1849670.0,39241.0,522120.0,"PB Bankshares, Inc.",34.8721966,10.85,0.01,-0.015,-25.2454184592712,0.028,0,9,compensation committee;audit committee,"tompkins, jane; woolard, r.; amin, janak; carroll, joseph; constable, larry; andress, spencer; pinno, john; wentz, mary; greenfield, thomas; dawood, bony"
1948,1948,1612,1841387.0,39269.0,325414.0,"Candel Therapeutics, Inc.",224.3558,0.125,-0.511,-276.72,12.4929078149216,-0.193,0,9,compensation committee;audit committee,"brem, henry; papa, joseph; kantoff, philip; aguilar-cordova, estuardo; wen, patrick; tak, paul-peter; eggener, scott; kibel, adam; chiocca, e.; gaeta, renee; martell, christopher; nguyen, diem; aggarwal, charu; albelda, steven; bloomston, mark; le, tri; sterman, daniel; herbst, roy; loggia, nicoletta"
1949,1949,1613,1716583.0,39273.0,336211.0,Decarbonization Plus Acquisition Corporation,1607.94942,6.049,-2.616,1.423,21.2670328886352,-0.038,1,6,ESG committee;compensation committee;audit committee,no directors found
1950,1950,1614,1783879.0,39293.0,523120.0,"Robinhood Markets, Inc.",15343.07712,1835.361,0.024,-1.154,32.359724969257,-0.178,6,8,compensation committee;audit committee,"zoellick, robert; malka rais, meyer; frei, frances; bhatt, baiju; tenev, vladimir; treseder, oluwadara"
1951,1951,1615,1856437.0,39310.0,448120.0,Victoria's Secret & Co.,4745.55,6785.0,0.297,0.113,10.2450546206082,1.325,1,8,compensation committee;audit committee,"naficy, mariam; waters, martin; sheehan, anne; davis, sarah; little, rod; hernandez, jacqueline"
1952,1952,1616,1857853.0,39317.0,335220.0,"Traeger, Inc.",1429.38368,785.545,0.103,0.053,48.5455973412196,-0.638,0,6,compensation committee;audit committee,"marino, wayne; james, eugene; eltrich, martin; ho, james; richman, steven; manges, james; shoan, harjit; andrus, jeremy"
1953,1953,1617,1852244.0,39319.0,541614.0,"GXO Logistics, Inc.",10414.47697,7940.0,0.08,0.01,14.4143273359937,0.086,1,8,Sustainability committee;compensation committee;audit committee,"shaffer, oren; papastavrou, jason; fassler, matthew; wilson, malcolm; gross, joli; chatfield, clare; ashe, gena; colucci, marlene"
1954,1954,1618,1786255.0,39358.0,325414.0,"Icosavax, Inc.",896.324,7.802,-0.328,-4.454,-197.485834597641,-0.322,1,7,Talent committee;audit committee,"mcdade, mark; simpson, adam; veneman, ann; kolchinsky, peter; clemens, ralf leo; robinson, robin; prieels, jean-paul; mandl, christian; wassil, james; king, neil; graham, barney; kunz, heidi"
1955,1955,1619,1856236.0,39365.0,812199.0,"European Wax Center, Inc.",1120.8862,178.678,0.067,-0.016,27.7170687117147,0.059,2,6,compensation committee;audit committee,"willis, david; berg, david; crawford, andrew; bartlett, alexa; scott, nital; joseph, stephen"
1956,1956,1620,1849867.0,39376.0,522120.0,"Catalyst Bancorp, Inc.",66.60024,10.325,0.02,0.106,2.24523099431658,0.001,1,7,compensation committee;audit committee,"zanco, joseph; bellard, ted; lafleur, frederick; kidder, todd; scruggins, matthew; lebouef, craig; kleiser, kirk"
1957,1957,1621,1826018.0,39377.0,812910.0,"Rover Group, Inc.",1729.0845,109.837,-0.073,-0.511,-68.2727946627131,0.029,0,6,compensation committee;audit committee,"gottesman, greg; ganesan, venkataraman; prusch, erik; leslie, kristina; jacobson, scott; easterly, aaron; siegler, megan; cohen, jamie"
1958,1958,1622,1588978.0,39453.0,339112.0,PROCEPT BioRobotics Corporation,1092.33676,34.473,-0.478,-6.87,-705.35668297708,-0.297,0,9,ESG committee;compensation committee;audit committee,"moll, frederic; zadno, reza; wood, morgan; krummel, thomas; garrett, mary; desai, antal; dodrill, amy"
1959,1959,1623,1861795.0,39476.0,519130.0,Definitive Healthcare Corp.,2651.8299,166.154,0.028,-0.373,-660.0,-0.029,7,10,compensation committee;audit committee,"egan, j.; hamood, samuel; young, lauren; haywood, jeffrey; winters, kathleen; krantz, jason; chilukuri, sastry"
1960,1960,1624,1543916.0,39487.0,54151.0,"ForgeRock, Inc.",2206.00857,176.933,-0.104,-0.198,32.9325240889272,-0.188,0,10,compensation committee;audit committee,"golden, bruce; mcnealy, scott; weiss, warren; welsh, david; ott, alexander; walker, maria; parks, jeffrey; mathew, arun; rosch, francis; sethi, rinki; thexton, rex"
1961,1961,1625,1504776.0,39502.0,446130.0,Warby Parker Inc.,5290.19376,540.798,-0.122,-0.197,10.5264920848658,-0.477,0,8,compensation committee;audit committee,"williams, ronald; cutler, joel; hunt, andrew; raider, jeff; blumenthal, neil; gilboa, david"
1962,1962,1626,1645569.0,39508.0,325412.0,"DICE Therapeutics, Inc.",967.44944,1.125,-0.47,-27.508,-63.8022112306276,-0.253,3,8,compensation committee;audit committee,"tetlow, sharon; judice, j.; doyle, mittie; simson, jake; bowers, lisa"
1963,1963,1627,1544522.0,39539.0,519130.0,Freshworks Inc.,7176.70044,371.022,-0.372,-0.351,6.65416151256181,-0.214,0,7,compensation committee;audit committee,"gandhi, sameer; nelson, zachary; gottfried, randy; woodside, dennis; padgett, barry; pelzer, francis; mathrubootham, rathna; flower, johanna; taylor, jennifer"
1964,1964,1628,1645070.0,39540.0,561499.0,Sterling Check Corp.,1963.77097,641.884,0.102,-0.037,38.3012541409016,0.04,0,6,compensation committee;audit committee,"jennings, mark; sutherland, lewis; johnsen, kristin; jones, adrian; grebe, michael; peirez, joshua; villon, bertrand eric; kapoor, mohit; narula, jagtar; larsen, jill"
1965,1965,1629,1856608.0,39542.0,311999.0,"Sovos Brands, Inc.",1518.43965,719.186,0.079,0.008,8.96794531848448,-0.056,0,8,compensation committee;audit committee,"lachman, todd; case, jefferson; sheppard, valarie; singh, vijayanthimala; abuaita, tamer; mathur, neha"
1966,1966,1630,949870.0,61581.0,312120.0,"The Boston Beer Company, Inc.",6188.4852,2057.622,0.271,0.109,46.7097071455606,0.025,4,8,compensation committee;audit committee,"koch, c.; fisher, cynthia; valette, jean-michel; swanson, cynthia; calagione, samuel; spillane, michael; nemeth, julio; joyce, meghan"
1967,1967,1631,1868726.0,39544.0,325620.0,"Olaplex Holdings, Inc.",18899.36922,598.365,0.259,0.352,-26.1485308116145,0.498,0,9,compensation committee;audit committee,"zusi, paula; gurwitch, janet; dagousset, christine; findlay, deirdre; glynn, tricia; baldwin, amanda"
1968,1968,1632,1782170.0,39547.0,522320.0,"Remitly Global, Inc.",3386.6288,458.605,-0.059,-0.077,54.0751723400028,-0.233,5,10,compensation committee;Risk committee,"morris, nigel; riese, phillip; hug, joshua; blignaut, ryno; oppenheimer, matthew; le moal, laurent; chung, bora"
1969,1969,1633,1866692.0,39555.0,519130.0,"Amplitude, Inc.",5816.83544,167.261,-0.134,-0.395,-733.644859813084,-0.3,3,6,compensation committee;audit committee,"grady, patrick; vishria, eric; gill, ronald; schultz, erica; wong, catherine; skates, spenser; liu, curtis"
1970,1970,1634,1822993.0,39561.0,524113.0,Jackson Financial Inc.,3709.73538,8848.0,0.009,0.342,21.0784169573068,0.703,5,9,Finance committee;compensation committee;audit committee,"lippert, martin; stecher, esta; kirkland, derek; noles, russell; durant, gregory; prieskorn, laura; lawton, drew; claffee, lily"
1971,1971,1635,1628945.0,39563.0,339112.0,Cue Health Inc.,1963.26423,618.107,-0.174,-2.063,-241.858928571429,-0.188,3,7,compensation committee;audit committee,"martinez, maria; bradford, joanne; jain, sachin; khattak, ayub; achar, christopher; ghaim, joshua"
1972,1972,1636,1825024.0,39570.0,531210.0,Offerpad Solutions Inc.,1529.408,2070.446,0.074,-0.005,-13.2152085640458,-0.052,2,7,compensation committee;audit committee,"klabin, alexander; sella, roberto; curnutte, katherine; bair, brian"
1973,1973,1637,1789940.0,39595.0,722511.0,"First Watch Restaurant Group, Inc.",989.64448,601.193,-0.007,-0.145,7.18310464966235,0.006,0,8,compensation committee;audit committee,"kussell, william; bradley, julie m.; tomasso, christopher; solheim, jostein; paresky, david; lilak, stephanie"
1974,1974,1638,1868912.0,39684.0,518210.0,"Enfusion, Inc.",1373.30802,111.7,0.186,-0.005,51.193595342067,-0.634,3,6,compensation committee;audit committee,"bernstein, bradford; somers, deirdre; derose, kathleen; movchan, oleg; luo, roy; spellacy, michael"
1975,1975,1639,1858257.0,39685.0,518210.0,"AvidXchange Holdings, Inc.",2963.8833,248.409,-0.03,-0.69,-868.536585365854,-0.106,0,6,compensation committee;audit committee,"harris, matthew; drummond, lance; praeger, michael; hausman, james; murdock, wendy; mackintosh, teresa; ramji, asif; sambhus, sonali; mcguire, james"
1976,1976,1640,1865187.0,39726.0,213112.0,"Aris Water Solutions, Inc.",693.6538,229.251,0.062,-0.063,-24893.679245283,0.013,0,7,ESG committee;compensation committee;audit committee,"colonnetta, joseph; brock, amanda; yzaguirre, mario; templin, donald; o’brien, andrew; hernandez, jacinto"
1977,1977,1641,1482981.0,39749.0,312111.0,"The Vita Coco Company, Inc.",620.58286,379.513,0.198,0.105,17.4350125661128,0.061,1,10,ESG committee;compensation committee;audit committee,"leahy, john; morreau, jane; liran, ira; kirban, michael; sadowsky, kenneth; melloul, eric; zupo, john; dozie, aishetu"
1978,1978,1642,1841968.0,39750.0,523930.0,"P10, Inc.",1638.35814,150.534,0.115,0.231,-958.9463840399,0.083,0,6,compensation committee;audit committee,"gwilliam, scott; stewart, robert; alpert, robert; poston, edwin; mccoy, david; barnes, travis; webb, clayton; sarsfield, luke"
1979,1979,1643,1452965.0,39753.0,339112.0,"Minerva Surgical, Inc.",148.14508,52.103,-0.122,-0.484,-4.47263017356475,-1.337,1,8,compensation committee;audit committee,"hunt, niquette; usen, todd; sung, derrick; coste, catherine; cohen, daniel"
1980,1980,1644,1866633.0,39787.0,518210.0,"Consensus Cloud Solutions, Inc.",1156.18473,352.664,0.213,0.225,91.0433333333333,0.047,3,6,ESG committee;compensation committee;audit committee,"bech, douglas; ross, stephen; sutton-wallace, pamela; healy, elaine; simmons, nathaniel; turicchi, r."
1981,1981,1645,1667011.0,39805.0,511210.0,"Arteris, Inc.",665.61941,37.864,-0.041,-0.102,-1927.1186440678,-0.681,2,6,compensation committee;audit committee,"raza, saiyed; cantwell, wayne; janac, karel; viana, antonio; chitkara, raman; geday, isabelle"
1982,1982,1646,1607939.0,39818.0,519130.0,"Udemy, Inc.",2719.2841,515.657,-0.312,-0.134,15.0249915973657,-0.29,2,7,compensation committee;audit committee,"abbasi, sohaib; shirazi, darian; bali, eren; bischke, jon; hiles, heather; brown, gregory; schechtman, natalie rothman; paterson, lydia"
1983,1983,1647,1468327.0,39819.0,532281.0,"Rent the Runway, Inc.",363.72349,203.3,-0.278,-1.224,57.9896992035806,-2.796,6,11,ESG committee;compensation committee;audit committee,"nova, daniel; roney, carley; bixby, timothy; kaplan, beth; friend, scott; michael, emil; fleiss, jennifer; roth, michael; harris, melanie; paltrow, gwyneth"
1984,1984,1648,1870600.0,39823.0,3352.0,"Solo Brands, Inc.",990.91074,403.717,0.184,-0.009,-11.6038304869081,-0.024,0,6,compensation committee;audit committee,"randolph, marc; tarbox, andrea; hamilton, matthew; brown, julia; furer, paul; merris, john"
1985,1985,1649,1870940.0,39830.0,621399.0,"AirSculpt Technologies, Inc.",956.4516,133.315,0.089,0.121,27.7367591575529,-0.237,0,6,compensation committee;audit committee,"higgins, kenneth; magazine, todd; feinstein, adam; sollof, daniel; netzky, pamela; rollins, aaron; chu, caroline"
1986,1986,1650,912752.0,60800.0,515120.0,"Sinclair, Inc.",1931.74227,6134.0,0.099,-0.469,30.0332494925765,-0.3,0,8,compensation committee;audit committee,"keith, daniel; friedman, howard; legg, benson; beyer, laurie"
1987,1987,1651,944075.0,60801.0,334220.0,"Socket Mobile, Inc.",29.31072,23.199,0.017,-0.307,20.7973189522342,0.028,0,8,compensation committee;audit committee,"marini, giacomo; parnell, william; bass, charlie; mills, kevin; weinstein, laura; lazarev, ivan; zhao, lynn"
1988,1988,1652,1001082.0,60900.0,515210.0,DISH Network Corporation,17159.6246,17881.106,0.096,0.1,42.7753913145816,0.096,0,8,compensation committee;audit committee,"ergen, charles; akhavan-malayeri, hamid; ortolf, tom"
1989,1989,1653,1172222.0,60902.0,481111.0,"Hawaiian Holdings, Inc.",941.15021,1596.584,-0.068,-0.213,82.4943228267781,-0.424,2,13,Finance committee;compensation committee,"fry, earl; beck, wendy; hershfield, lawrence; woerth, duane; rose, crystal; ingram, peter; akins, daniel; schneider, mark; hrdlicka, carla; mcnamara, michael; zwern, richard; vosburg, craig"
1990,1990,1654,943452.0,60979.0,336510.0,Westinghouse Air Brake Technologies Corporation,17114.31433,7822.0,0.076,0.058,-33.6690735738645,0.064,1,9,compensation committee;audit committee,"kassling, william; neupaver, albert; harty, linda; foster, byron; banks, lee; hehir, brian; santana, rafael; babcock, beverley"
1991,1991,1655,945983.0,61028.0,423430.0,"Climb Global Solutions, Inc.",155.3175,282.582,0.067,0.016,8.13061552903311,0.206,0,6,compensation committee;audit committee,"bryant, andrew; scorziello, greg; mccarthy, john; gold, gerri; foster, dale; boren, kimberly; geygan, jeffrey"
1992,1992,1656,750574.0,61055.0,522110.0,"Auburn National Bancorporation, Inc.",113.696,30.795,0.016,0.245,17.0764757732433,0.084,0,6,compensation committee;audit committee,"andrus, terry; may, anne; dumas, robert; alderman, c.; housel, david; ham, william; hedges, david; barrett, j.; cooper, lauretta"
1993,1993,1657,931148.0,61153.0,335991.0,GrafTech International Ltd.,3114.31848,1345.788,0.443,0.372,-136.815326633166,3.504,7,9,compensation committee;audit committee,"dumas, michel; germain, jean-marc; fine, debra; keizer, henry; kessler, marcel; donoso, diego; clegg, catherine; taccone, anthony"
1994,1994,1658,1135185.0,61155.0,481212.0,"Atlas Air Worldwide Holdings, Inc.",2749.80992,4030.829,0.119,-0.077,-0.743502087234367,0.13,2,10,Finance committee;compensation committee,"harman, c. alexander; scheir, jason; munfakh, antoine; hanenberg, william; frazier, herbert; atkins, betsy; kearney, patrick"
1995,1995,1659,930420.0,61179.0,561320.0,Kforce Inc.,1617.53088,1579.922,0.198,0.038,-32.8609388839681,0.451,5,9,audit committee,"rosen, elaine; furlong, mark; dunkel, david; liberatore, joseph; simmons, n.; dunwoody, ann; brooks, derrick; cloudman, catherine"
1996,1996,1660,917520.0,61181.0,339113.0,Integra LifeSciences Holdings Corporation,5674.11999,1542.448,0.096,0.041,9.83930000879153,0.101,3,9,Finance committee;compensation committee;audit committee,"murphy, raymond; schade, christian; hill, barbara; bradley, keith n.; graves, jeffrey; de witte, jan; clay, shaundra; lo, renee"
1997,1997,1661,946454.0,61285.0,333316.0,FG Group Holdings Inc.,53.44188,27.03,-0.081,-0.252,36.5572625698324,-0.158,1,7,compensation committee;audit committee,"swets, larry; cerminara, daniel; mitchell, michael; roschman, robert; suh, ndamukong"
1998,1998,1662,948708.0,61321.0,511210.0,"Smith Micro Software, Inc.",266.95428,58.422,0.173,0.142,26.0179329003563,-0.262,2,8,compensation committee;audit committee,"gulko, samuel; arno, andrew; elfman, steven; campbell, thomas; szabo, gregory; keddy, asha; sharma, chetan"
1999,1999,1663,893949.0,61325.0,621111.0,"Pediatrix Medical Group, Inc.",2351.56983,1885.091,0.05,-0.002,63.3647798742138,0.087,0,8,ESG committee;Talent committee;audit committee,"ordan, mark; sansone, guy; young, sylvia; starcher, john; weis, shirley; molinelli, gavin; swift, james; rucker, michael; linynsky, laura"
2000,2000,1664,945841.0,61420.0,423910.0,Pool Corporation,22749.238,5295.584,0.284,0.088,12.1700454601302,0.681,0,8,compensation committee;audit committee,"whalen, david; sledd, robert; stokely, john; oler, debra; hope, james; gervasi, martha; arvan, peter; sabater, carlos"
2001,2001,1665,927066.0,61483.0,621492.0,DaVita Inc.,11067.59664,11618.797,0.135,0.072,18.9262170332534,0.403,4,10,compensation committee;audit committee,"nehra, john; berg, charles; desoer, barbara; arway, pamela; schechter, adam; rodriguez, javier; hollar, jason; moore, gregory"
2002,2002,1666,946673.0,61487.0,522110.0,Banner Corporation,2078.12951,616.916,0.016,0.179,20.3929063944064,0.119,3,10,compensation committee;Risk committee;audit committee,"grescovich, mark; schwakopf, terry; boyer, ellen r.; pedersen, john; copeland, margot; layman, john; klaue, david; collingsworth, connie; riordan, kevin"
2003,2003,1667,944809.0,61490.0,621511.0,eXegenics Inc.,3277.66387,1774.718,0.021,-0.099,21.4767912845104,-0.172,2,9,compensation committee;audit committee,no directors found
